Time,SpaceGap,Latitude,Rel_vel,Rel_accel,Score,Track,ID
1628251894.81051,71.16,-0.64,-0.08925000000000001,0.2857,100.0,386.0,1
1628251894.81051,12.120000000000001,4.32,-2.6775,1.57135,0.0,387.0,8
1628251894.813464,56.84,-1.0,0.32130000000000003,-0.42855,81.0,393.0,16
1628251894.814259,19.56,3.48,-2.8560000000000003,-1.4285,0.0,394.0,15
1628251894.859511,19.44,3.52,-2.8024500000000003,-0.71425,0.0,384.0,15
1628251894.860369,58.68,3.56,-2.8203,0.0,78.0,385.0,10
1628251894.860462,71.16,-0.6,-0.08925000000000001,0.14285,100.0,386.0,1
1628251894.861245,12.0,4.36,-2.6953500000000004,-1.57135,0.0,387.0,8
1628251894.864713,19.44,3.52,-2.8024500000000003,1.1428,0.0,394.0,15
1628251894.864713,56.84,-1.04,0.30345,-0.14285,79.0,393.0,16
1628251894.90934,19.240000000000002,3.44,-2.7846,0.5714,0.0,384.0,15
1628251894.909442,58.44,3.52,-2.8024500000000003,-0.14285,223.0,385.0,10
1628251894.910175,71.08,-0.68,-0.0714,0.14285,100.0,386.0,1
1628251894.910972,11.64,4.4,-2.6239500000000002,-0.5714,0.0,387.0,8
1628251894.91382,56.88,-1.0,0.32130000000000003,0.14285,78.0,393.0,16
1628251894.914585,19.240000000000002,3.44,-2.7846,0.42855,0.0,394.0,15
1628251894.959723,19.080000000000002,3.48,-2.7489000000000003,0.14285,0.0,384.0,15
1628251894.960636,58.24,3.56,-2.8203,-0.14285,224.0,385.0,10
1628251894.960636,71.12,-0.68,-0.0714,0.2857,100.0,386.0,1
1628251894.961674,11.52,4.4,-2.6061,1.57135,0.0,387.0,8
1628251894.964439,56.88,-0.84,0.30345,-0.2857,78.0,393.0,16
1628251894.964567,19.080000000000002,3.48,-2.7489000000000003,0.71425,0.0,394.0,15
1628251895.009694,58.04,3.6,-2.8024500000000003,-0.14285,225.0,385.0,10
1628251895.009694,20.32,3.2800000000000002,-2.76675,0.2857,0.0,384.0,15
1628251895.010742,71.2,-0.68,-0.0714,0.14285,100.0,386.0,1
1628251895.010898,11.36,4.44,-2.5704000000000002,0.14285,0.0,387.0,8
1628251895.013571,56.800000000000004,-0.8,0.2499,-1.1428,78.0,393.0,16
1628251895.014597,20.32,3.2800000000000002,-2.76675,0.0,0.0,394.0,15
1628251895.060801,71.24,-0.68,-0.0714,-0.14285,100.0,386.0,1
1628251895.060801,57.800000000000004,3.68,-2.8203,0.0,75.0,385.0,10
1628251895.061784,11.200000000000001,4.44,-2.5704000000000002,0.71425,0.0,387.0,8
1628251895.064569,56.76,-0.52,0.23205,-0.2857,82.0,393.0,16
1628251895.10937,18.76,3.68,-2.6418000000000004,-0.2857,0.0,384.0,15
1628251895.109533,57.6,3.72,-2.8203,-0.14285,225.0,385.0,10
1628251895.110707,71.28,-0.64,-0.0714,0.0,100.0,386.0,1
1628251895.111102,11.0,4.44,-2.5704000000000002,0.0,0.0,387.0,8
1628251895.113501,56.72,-0.68,0.2142,-0.14285,81.0,393.0,16
1628251895.11476,18.76,3.68,-2.6418000000000004,0.0,0.0,394.0,15
1628251895.16076,71.28,-0.56,-0.0714,0.0,100.0,386.0,1
1628251895.16076,57.4,3.6,-2.8203,-0.14285,225.0,385.0,10
1628251895.161292,10.64,4.4,-2.6061,0.0,0.0,387.0,8
1628251895.164601,56.68,-0.92,0.19635000000000002,-0.42855,81.0,393.0,16
1628251895.209312,19.52,3.3200000000000003,-2.6953500000000004,0.2857,0.0,384.0,15
1628251895.209511,57.24,3.56,-2.8203,0.0,55.0,385.0,10
1628251895.210711,71.28,-0.52,-0.0714,0.0,100.0,386.0,1
1628251895.210711,10.52,4.36,-2.48115,-0.71425,0.0,387.0,8
1628251895.213885,56.68,-0.76,0.2142,0.14285,81.0,393.0,16
1628251895.21418,19.52,3.3200000000000003,-2.6953500000000004,0.71425,0.0,394.0,15
1628251895.259976,17.96,3.52,-2.7489000000000003,0.2857,0.0,384.0,15
1628251895.2604,57.04,3.7600000000000002,-2.8024500000000003,-0.14285,225.0,385.0,10
1628251895.260657,71.24,-0.52,-0.0714,0.0,100.0,386.0,1
1628251895.261714,10.32,4.36,-2.4633000000000003,2.71415,0.0,387.0,8
1628251895.264556,56.72,-0.8,0.2142,0.2857,81.0,393.0,16
1628251895.264556,17.96,3.52,-2.7489000000000003,-0.14285,0.0,394.0,15
1628251895.30918,17.8,3.52,-2.7489000000000003,-0.14285,0.0,384.0,15
1628251895.310189,56.88,3.4,-2.83815,-0.14285,225.0,385.0,10
1628251895.310374,71.24,-0.48,-0.05355,0.14285,100.0,386.0,1
1628251895.310677,10.24,4.4,-2.55255,0.14285,0.0,387.0,8
1628251895.313886,56.72,-0.4,0.23205,0.14285,84.0,393.0,16
1628251895.314322,17.8,3.52,-2.7489000000000003,0.14285,0.0,394.0,15
1628251895.359521,17.56,3.4,-2.73105,0.0,0.0,384.0,15
1628251895.360468,71.2,-0.44,-0.0357,0.14285,100.0,386.0,1
1628251895.360468,56.64,3.56,-2.83815,0.0,47.0,385.0,10
1628251895.361508,10.040000000000001,4.28,-2.6418000000000004,-1.7142,0.0,387.0,8
1628251895.364676,56.76,-0.16,0.2142,-0.2857,86.0,393.0,16
1628251895.364676,17.56,3.4,-2.73105,0.2857,0.0,394.0,15
1628251895.410007,56.44,3.64,-2.83815,-0.14285,225.0,385.0,10
1628251895.410007,17.36,3.36,-2.73105,0.14285,0.0,384.0,15
1628251895.410356,71.2,-0.4,-0.0357,0.2857,100.0,386.0,1
1628251895.410524,9.88,4.28,-2.6418000000000004,-1.85705,0.0,387.0,8
1628251895.41392,56.800000000000004,0.0,0.2142,-0.14285,88.0,393.0,16
1628251895.414264,17.36,3.36,-2.73105,-0.14285,0.0,394.0,15
1628251895.459598,17.16,3.36,-2.7489000000000003,-0.14285,0.0,384.0,15
1628251895.460599,71.2,-0.4,-0.0357,0.14285,100.0,386.0,1
1628251895.460599,56.2,3.48,-2.8560000000000003,-0.14285,225.0,385.0,10
1628251895.461858,9.68,4.32,-2.6418000000000004,0.2857,0.0,387.0,8
1628251895.464634,56.800000000000004,0.0,0.19635000000000002,-0.14285,90.0,393.0,16
1628251895.464634,17.16,3.36,-2.7489000000000003,-0.14285,0.0,394.0,15
1628251895.509559,56.0,3.24,-2.8560000000000003,0.0,40.0,385.0,10
1628251895.509559,17.080000000000002,3.44,-2.65965,-0.14285,0.0,384.0,15
1628251895.510678,71.2,-0.48,-0.01785,0.14285,100.0,386.0,1
1628251895.510856,9.52,4.32,-2.6418000000000004,-0.14285,0.0,387.0,8
1628251895.51169,55.96,3.4,-2.8917,0.14285,0.0,388.0,10
1628251895.51169,18.36,4.0,-2.6061,-0.14285,0.0,389.0,15
1628251895.51375,56.84,0.04,0.19635000000000002,0.0,92.0,393.0,16
1628251895.51375,55.96,3.4,-2.8917,0.0,0.0,392.0,10
1628251895.560366,55.76,3.3200000000000003,-2.8560000000000003,-0.14285,225.0,385.0,10
1628251895.560484,71.16,-0.4,-0.0357,0.14285,100.0,386.0,1
1628251895.561462,9.32,4.32,-2.6418000000000004,0.0,0.0,387.0,8
1628251895.562474,18.28,4.0,-2.5882500000000004,1.28565,0.0,389.0,15
1628251895.563758,55.76,3.7600000000000002,-2.87385,0.14285,0.0,392.0,10
1628251895.564186,56.84,0.04,0.2142,0.14285,93.0,393.0,16
1628251895.609882,55.56,3.44,-2.87385,-0.14285,225.0,385.0,10
1628251895.609882,10.52,5.24,-2.7132,0.0,0.0,384.0,8
1628251895.610541,71.04,-0.44,-0.0357,-0.42855,100.0,386.0,1
1628251895.611502,18.080000000000002,4.0,-2.5704000000000002,0.42855,0.0,389.0,15
1628251895.613233,10.52,5.24,-2.7132,0.5714,0.0,392.0,8
1628251895.614064,56.84,0.04,0.2142,0.14285,94.0,393.0,16
1628251895.659497,10.32,5.24,-2.7132,0.2857,0.0,384.0,8
1628251895.660267,55.36,3.44,-2.87385,0.0,34.0,385.0,10
1628251895.661131,71.0,-0.4,-0.0357,0.2857,100.0,386.0,1
1628251895.662224,17.92,4.0,-2.55255,0.5714,0.0,389.0,15
1628251895.663788,10.32,5.24,-2.7132,-0.14285,0.0,392.0,8
1628251895.664564,56.88,0.04,0.2142,-0.14285,95.0,393.0,16
1628251895.709694,55.160000000000004,4.2,-2.87385,-0.14285,0.0,384.0,10
1628251895.709694,55.2,3.68,-2.8560000000000003,-0.14285,225.0,385.0,10
1628251895.711014,71.0,-0.4,-0.0357,-0.14285,100.0,386.0,1
1628251895.711433,17.76,4.0,-2.55255,0.14285,0.0,389.0,15
1628251895.713506,55.160000000000004,4.2,-2.87385,0.0,0.0,392.0,10
1628251895.713506,56.88,0.08,0.19635000000000002,-0.2857,96.0,393.0,16
1628251895.759755,9.96,5.16,-2.7132,0.0,0.0,384.0,8
1628251895.760708,55.0,3.72,-2.8203,-0.14285,225.0,385.0,10
1628251895.760708,71.04,-0.36,-0.12495,0.14285,100.0,386.0,1
1628251895.762703,17.56,4.0,-2.5704000000000002,0.0,0.0,389.0,15
1628251895.763581,9.96,5.16,-2.7132,-0.2857,0.0,392.0,8
1628251895.764543,17.56,3.2,-2.6239500000000002,0.14285,0.0,394.0,15
1628251895.809918,54.800000000000004,3.56,-2.8560000000000003,0.0,29.0,385.0,10
1628251895.809918,9.76,5.16,-2.73105,-0.14285,0.0,384.0,8
1628251895.810279,71.16,-0.28,-0.08925000000000001,-1.85705,100.0,386.0,1
1628251895.811705,14.24,3.08,-2.5882500000000004,-0.14285,0.0,389.0,15
1628251895.813245,9.76,5.16,-2.73105,-0.14285,0.0,392.0,8
1628251895.814347,14.24,3.08,-2.5882500000000004,0.8571,0.0,394.0,15
1628251895.859536,9.6,5.16,-2.6775,-0.14285,0.0,384.0,8
1628251895.860524,54.6,3.52,-2.8560000000000003,-0.14285,225.0,385.0,10
1628251895.860703,71.2,-0.28,-0.0714,0.5714,100.0,386.0,1
1628251895.863718,9.6,5.16,-2.6775,0.8571,0.0,392.0,8
1628251895.909537,9.44,5.2,-2.6775,0.42855,0.0,384.0,8
1628251895.909537,54.4,3.44,-2.8203,-0.14285,226.0,385.0,10
1628251895.910539,13.84,3.0,-2.6061,0.0,0.0,387.0,15
1628251895.910539,71.16,-0.24,-0.0714,0.2857,100.0,386.0,1
1628251895.913314,9.44,5.2,-2.6775,0.2857,0.0,392.0,8
1628251895.914334,13.84,3.0,-2.6061,1.28565,0.0,394.0,15
1628251895.959544,9.24,5.04,-2.65965,0.14285,0.0,384.0,8
1628251895.960526,54.2,3.56,-2.8560000000000003,0.0,24.0,385.0,10
1628251895.960526,71.2,-0.16,-0.05355,0.2857,100.0,386.0,1
1628251895.96122,13.68,3.0,-2.6239500000000002,0.5714,0.0,387.0,15
1628251895.961633,11.52,3.88,-2.5168500000000003,0.2857,0.0,388.0,15
1628251895.963944,9.24,5.04,-2.65965,0.14285,0.0,392.0,8
1628251896.009561,9.040000000000001,5.2,-2.65965,0.0,0.0,384.0,8
1628251896.009561,54.0,3.7600000000000002,-2.8560000000000003,-0.14285,226.0,385.0,10
1628251896.010535,71.16,-0.08,-0.05355,0.14285,100.0,386.0,1
1628251896.011683,11.36,3.88,-2.48115,0.2857,0.0,388.0,15
1628251896.013278,9.040000000000001,5.2,-2.65965,0.0,0.0,392.0,8
1628251896.014185,56.800000000000004,-0.08,0.23205,0.42855,66.0,393.0,16
1628251896.059741,53.76,3.7600000000000002,-2.9095500000000003,0.0,0.0,384.0,10
1628251896.060853,53.800000000000004,3.64,-2.87385,-0.14285,226.0,385.0,10
1628251896.060853,71.12,-0.08,-0.05355,0.14285,100.0,386.0,1
1628251896.06192,11.16,3.88,-2.499,0.71425,0.0,388.0,15
1628251896.064703,53.76,3.7600000000000002,-2.9095500000000003,0.0,0.0,392.0,10
1628251896.064913,56.84,-0.08,0.2499,0.14285,71.0,393.0,16
1628251896.110919,53.6,3.36,-2.8917,0.0,21.0,385.0,10
1628251896.110919,8.64,5.24,-2.6775,0.0,0.0,384.0,8
1628251896.11127,71.12,-0.04,-0.05355,0.0,100.0,386.0,1
1628251896.111497,11.040000000000001,3.88,-2.5347000000000004,-0.42855,0.0,388.0,15
1628251896.11326,53.56,3.52,-2.8917,0.14285,0.0,392.0,10
1628251896.114417,56.88,-0.08,0.2499,0.0,76.0,393.0,16
1628251896.11464,8.64,5.24,-2.6775,-0.2857,0.0,394.0,8
1628251896.161756,4.0,3.04,-2.6775,-0.14285,0.0,384.0,8
1628251896.162054,53.4,3.48,-2.87385,-0.14285,228.0,385.0,10
1628251896.162054,71.12,0.0,-0.05355,0.0,100.0,386.0,1
1628251896.162199,10.84,3.88,-2.5347000000000004,-0.5714,0.0,388.0,15
1628251896.162199,4.24,-4.28,-1.8564,0.0,0.0,387.0,24
1628251896.163515,4.0,3.04,-2.6775,0.14285,0.0,392.0,8
1628251896.164299,56.88,-0.4,0.2499,0.14285,79.0,393.0,16
1628251896.164402,4.24,-4.28,-1.8564,1.85705,0.0,394.0,24
1628251896.209195,3.8000000000000003,3.04,-2.6418000000000004,0.0,0.0,384.0,8
1628251896.209985,53.160000000000004,3.52,-2.8917,-0.14285,229.0,385.0,10
1628251896.210791,71.16,0.0,-0.05355,-0.14285,100.0,386.0,1
1628251896.210791,4.2,-4.12,-1.7314500000000002,0.8571,0.0,387.0,24
1628251896.211625,10.68,3.92,-2.48115,0.0,0.0,388.0,15
1628251896.21359,3.8000000000000003,3.04,-2.6418000000000004,0.71425,0.0,392.0,8
1628251896.213714,56.88,-0.4,0.2499,0.0,82.0,393.0,16
1628251896.214594,4.2,-4.12,-1.7314500000000002,2.42845,0.0,394.0,24
1628251896.259522,3.72,3.04,-2.6418000000000004,0.2857,0.0,384.0,8
1628251896.260597,52.92,3.56,-2.8917,0.0,18.0,385.0,10
1628251896.260736,71.16,0.0,-0.05355,0.0,100.0,386.0,1
1628251896.261767,4.24,-4.04,-1.6243500000000002,1.1428,0.0,387.0,24
1628251896.261913,10.52,3.92,-2.4633000000000003,0.99995,0.0,388.0,15
1628251896.26366,3.72,3.04,-2.6418000000000004,0.2857,0.0,392.0,8
1628251896.264689,56.88,-0.32,0.2499,0.14285,85.0,393.0,16
1628251896.264797,4.24,-4.04,-1.6243500000000002,2.2856,0.0,394.0,24
1628251896.30926,3.56,3.04,-2.6239500000000002,0.14285,0.0,384.0,8
1628251896.310053,52.72,3.52,-2.9095500000000003,-0.14285,230.0,385.0,10
1628251896.310908,71.08,0.04,-0.0714,0.0,100.0,386.0,1
1628251896.310908,4.2,-3.88,-1.55295,1.1428,0.0,387.0,24
1628251896.311762,10.32,3.92,-2.48115,0.14285,0.0,388.0,15
1628251896.313848,3.56,3.04,-2.6239500000000002,0.14285,0.0,392.0,8
1628251896.313848,56.92,-0.52,0.2499,-0.14285,87.0,393.0,16
1628251896.314831,4.2,-3.88,-1.55295,1.4285,0.0,394.0,24
1628251896.359818,3.36,3.04,-2.6239500000000002,0.0,0.0,384.0,8
1628251896.360696,71.08,-0.12,-0.0714,-0.14285,100.0,386.0,1
1628251896.360696,52.52,3.68,-2.9095500000000003,-0.14285,230.0,385.0,10
1628251896.361614,10.24,3.92,-2.5168500000000003,-0.14285,0.0,388.0,15
1628251896.361614,4.24,-3.84,-1.44585,0.71425,0.0,387.0,24
1628251896.363733,3.36,3.04,-2.6239500000000002,0.0,0.0,392.0,8
1628251896.364571,56.92,-0.52,0.2499,0.0,89.0,393.0,16
1628251896.364571,4.24,-3.84,-1.44585,1.9999,0.0,394.0,24
1628251896.409663,3.2,3.04,-2.6418000000000004,0.0,0.0,384.0,8
1628251896.409663,52.28,3.88,-2.9095500000000003,0.0,0.0,385.0,10
1628251896.410696,71.08,-0.12,-0.0714,0.0,100.0,386.0,1
1628251896.410825,4.28,-3.7600000000000002,-1.3744500000000002,0.99995,0.0,387.0,24
1628251896.413581,56.96,-0.68,0.26775000000000004,0.2857,86.0,393.0,16
1628251896.413581,3.2,3.04,-2.6418000000000004,-0.14285,0.0,392.0,8
1628251896.414621,4.28,-3.7600000000000002,-1.3744500000000002,1.57135,0.0,394.0,24
1628251896.459822,3.0,3.04,-2.6418000000000004,-0.14285,0.0,384.0,8
1628251896.460662,52.08,3.96,-2.9095500000000003,-0.14285,231.0,385.0,10
1628251896.460662,71.04,-0.16,-0.0714,0.0,100.0,386.0,1
1628251896.461675,4.28,-3.88,-1.33875,0.71425,0.0,387.0,24
1628251896.463775,3.0,3.04,-2.6418000000000004,0.0,0.0,392.0,8
1628251896.464848,4.28,-3.88,-1.33875,0.5714,0.0,394.0,24
1628251896.464848,56.96,-0.68,0.26775000000000004,0.0,84.0,393.0,16
1628251896.509713,51.88,3.92,-2.9095500000000003,-0.14285,231.0,385.0,10
1628251896.509713,2.84,3.04,-2.6418000000000004,0.0,0.0,384.0,8
1628251896.510662,4.36,-3.72,-1.2673500000000002,0.2857,0.0,387.0,24
1628251896.510662,71.04,-0.12,-0.0714,0.0,100.0,386.0,1
1628251896.513753,2.84,3.04,-2.6418000000000004,0.0,0.0,392.0,8
1628251896.513753,56.96,-0.92,0.2499,-0.42855,82.0,393.0,16
1628251896.51478,4.36,-3.72,-1.2673500000000002,1.57135,0.0,394.0,24
1628251896.559724,2.64,3.04,-2.6418000000000004,0.0,0.0,384.0,8
1628251896.560588,51.68,3.92,-2.9095500000000003,0.0,0.0,385.0,10
1628251896.560588,71.08,-0.04,-0.0714,0.0,100.0,386.0,1
1628251896.561581,4.36,-3.72,-1.2316500000000001,0.71425,0.0,387.0,24
1628251896.564127,2.64,3.04,-2.6418000000000004,0.0,0.0,392.0,8
1628251896.564275,56.96,-1.16,0.2499,0.14285,79.0,393.0,16
1628251896.564476,4.36,-3.72,-1.2316500000000001,0.71425,0.0,394.0,24
1628251896.609601,6.88,5.2,-2.6418000000000004,0.0,0.0,384.0,8
1628251896.609688,51.480000000000004,3.88,-2.9274,-0.14285,231.0,385.0,10
1628251896.610567,4.36,-3.64,-1.2138,0.2857,0.0,387.0,24
1628251896.610567,71.04,-0.04,-0.0714,0.0,100.0,386.0,1
1628251896.613295,6.88,5.2,-2.6418000000000004,-0.14285,0.0,392.0,8
1628251896.613412,57.0,-1.16,0.2499,-0.14285,76.0,393.0,16
1628251896.61434,4.36,-3.64,-1.2138,0.42855,0.0,394.0,24
1628251896.659423,6.72,5.2,-2.6418000000000004,-0.14285,0.0,384.0,8
1628251896.660333,51.28,3.84,-2.9274,-0.14285,231.0,385.0,10
1628251896.660593,71.04,0.0,-0.0714,0.0,100.0,386.0,1
1628251896.662001,4.4,-3.64,-1.16025,0.14285,0.0,387.0,24
1628251896.663468,6.72,5.2,-2.6418000000000004,-0.14285,0.0,392.0,8
1628251896.664325,57.0,-1.2,0.23205,-0.14285,73.0,393.0,16
1628251896.664489,4.4,-3.64,-1.16025,0.99995,0.0,394.0,24
1628251896.709248,5.2,3.36,-2.6239500000000002,-0.14285,0.0,384.0,8
1628251896.709562,51.08,3.8000000000000003,-2.9274,0.0,0.0,385.0,10
1628251896.710372,71.04,-0.04,-0.08925000000000001,-0.14285,100.0,386.0,1
1628251896.710572,4.4,-3.64,-1.08885,0.42855,0.0,387.0,24
1628251896.711569,14.16,3.92,-2.44545,0.0,0.0,389.0,15
1628251896.713284,5.2,3.36,-2.6239500000000002,0.0,0.0,392.0,8
1628251896.713415,57.04,-1.2,0.23205,0.0,71.0,393.0,16
1628251896.714245,4.4,-3.64,-1.08885,1.4285,0.0,394.0,24
1628251896.759968,6.36,3.2,-2.6061,0.0,0.0,384.0,8
1628251896.760777,71.0,-0.04,-0.08925000000000001,-0.2857,100.0,386.0,1
1628251896.760777,50.88,3.8000000000000003,-2.9274,-0.14285,231.0,385.0,10
1628251896.761842,4.44,-3.7600000000000002,-1.08885,0.71425,0.0,387.0,24
1628251896.762754,14.0,3.92,-2.4276,0.99995,0.0,389.0,15
1628251896.763855,6.36,3.2,-2.6061,0.0,0.0,392.0,8
1628251896.765101,57.04,-1.2,0.23205,-0.14285,70.0,393.0,16
1628251896.765101,4.44,-3.7600000000000002,-1.08885,0.0,0.0,394.0,24
1628251896.809843,6.16,3.2,-2.6061,0.0,0.0,384.0,8
1628251896.809843,50.68,3.84,-2.9274,-0.14285,231.0,385.0,10
1628251896.810665,71.04,0.0,-0.12495,0.0,100.0,386.0,1
1628251896.810665,4.44,-3.72,-1.0710000000000002,0.0,0.0,387.0,24
1628251896.811658,13.92,3.92,-2.4097500000000003,0.2857,0.0,389.0,15
1628251896.813707,6.16,3.2,-2.6061,0.0,0.0,392.0,8
1628251896.813872,57.08,-1.2,0.2142,-0.14285,68.0,393.0,16
1628251896.815043,4.44,-3.72,-1.0710000000000002,0.2857,0.0,394.0,24
1628251896.860097,6.0,3.2,-2.5704000000000002,0.0,0.0,384.0,8
1628251896.860229,50.56,4.08,-2.9274,-0.14285,230.0,385.0,10
1628251896.860971,70.96000000000001,0.0,-0.1071,-0.71425,100.0,386.0,1
1628251896.861757,4.4,-3.8000000000000003,-1.05315,0.14285,0.0,387.0,24
1628251896.862686,13.72,3.92,-2.48115,0.42855,0.0,389.0,15
1628251896.86382,6.0,3.2,-2.5704000000000002,0.5714,0.0,392.0,8
1628251896.865073,4.4,-3.8000000000000003,-1.05315,0.2857,0.0,394.0,24
1628251896.865073,57.08,-1.36,0.2499,0.42855,67.0,393.0,16
1628251896.909211,5.84,3.24,-2.5704000000000002,0.2857,0.0,384.0,8
1628251896.910024,50.32,4.0,-2.9095500000000003,0.0,0.0,385.0,10
1628251896.910225,70.96000000000001,0.0,-0.1071,0.2857,100.0,386.0,1
1628251896.911041,4.44,-3.64,-0.9817500000000001,0.14285,0.0,387.0,24
1628251896.912082,13.52,3.92,-2.4633000000000003,-1.4285,0.0,389.0,15
1628251896.913664,5.84,3.24,-2.5704000000000002,0.14285,0.0,392.0,8
1628251896.913664,57.04,-1.04,0.2499,0.14285,66.0,393.0,16
1628251896.914496,4.44,-3.64,-0.9817500000000001,1.4285,0.0,394.0,24
1628251896.959482,5.64,3.24,-2.5704000000000002,0.0,0.0,384.0,8
1628251896.960351,50.08,4.0,-2.9274,-0.14285,230.0,385.0,10
1628251896.960477,70.96000000000001,-0.08,-0.1071,-0.14285,100.0,386.0,1
1628251896.961201,4.4,-3.6,-0.9460500000000001,0.71425,0.0,387.0,24
1628251896.96276,13.36,3.96,-2.4633000000000003,0.42855,0.0,389.0,15
1628251896.963684,5.64,3.24,-2.5704000000000002,-0.14285,0.0,392.0,8
1628251896.964761,4.4,-3.6,-0.9460500000000001,0.71425,0.0,394.0,24
1628251896.964761,57.08,-1.08,0.2499,-0.14285,67.0,393.0,16
1628251897.010041,5.4,3.24,-2.6061,-0.14285,0.0,384.0,8
1628251897.010041,49.88,4.04,-2.9274,-0.14285,230.0,385.0,10
1628251897.010769,4.36,-3.56,-0.8568,0.2857,0.0,387.0,24
1628251897.010769,71.0,-0.08,-0.1071,0.14285,100.0,386.0,1
1628251897.011926,13.0,3.96,-2.44545,-0.14285,0.0,389.0,15
1628251897.013666,57.08,-1.08,0.23205,-0.14285,67.0,393.0,16
1628251897.013666,5.4,3.24,-2.6061,-0.5714,0.0,392.0,8
1628251897.014359,4.36,-3.56,-0.8568,1.7142,0.0,394.0,24
1628251897.060002,5.24,3.24,-2.5882500000000004,-0.2857,0.0,384.0,8
1628251897.060291,49.64,3.92,-2.9274,0.0,0.0,385.0,10
1628251897.060411,71.0,-0.04,-0.12495,0.0,100.0,386.0,1
1628251897.061291,6.32,-5.16,-0.8568,0.8571,0.0,387.0,24
1628251897.062366,12.92,3.92,-2.44545,0.42855,0.0,389.0,15
1628251897.063526,5.24,3.24,-2.5882500000000004,0.2857,0.0,392.0,8
1628251897.064473,57.08,-1.0,0.26775000000000004,0.5714,68.0,393.0,16
1628251897.064473,6.32,-5.16,-0.8568,0.14285,0.0,394.0,24
1628251897.109527,49.480000000000004,4.0,-2.9274,-0.14285,230.0,385.0,10
1628251897.109527,5.04,3.2800000000000002,-2.5704000000000002,0.14285,0.0,384.0,8
1628251897.110693,71.04,-0.04,-0.1071,-0.2857,100.0,386.0,1
1628251897.110898,6.28,-5.16,-0.8389500000000001,0.0,0.0,387.0,24
1628251897.111794,12.76,4.0,-2.4276,0.0,0.0,389.0,15
1628251897.113698,57.08,-1.04,0.26775000000000004,0.14285,68.0,393.0,16
1628251897.113698,5.04,3.2800000000000002,-2.5704000000000002,0.2857,0.0,392.0,8
1628251897.114754,6.28,-5.16,-0.8389500000000001,0.14285,0.0,394.0,24
1628251897.159785,4.88,3.2800000000000002,-2.5347000000000004,0.14285,0.0,384.0,8
1628251897.160831,71.0,0.0,-0.12495,0.14285,100.0,386.0,1
1628251897.160831,49.24,4.04,-2.9274,-0.14285,230.0,385.0,10
1628251897.161872,6.24,-5.24,-0.8568,0.0,0.0,387.0,24
1628251897.162691,12.6,4.0,-2.4097500000000003,0.2857,0.0,389.0,15
1628251897.163723,4.88,3.2800000000000002,-2.5347000000000004,0.5714,0.0,392.0,8
1628251897.164556,57.08,-1.2,0.2856,0.42855,68.0,393.0,16
1628251897.164556,6.24,-5.24,-0.8568,-0.14285,0.0,394.0,24
1628251897.209223,4.68,3.36,-2.5347000000000004,0.2857,0.0,384.0,8
1628251897.210045,49.0,4.04,-2.94525,0.0,0.0,385.0,10
1628251897.210971,70.96000000000001,0.04,-0.12495,-0.14285,100.0,386.0,1
1628251897.210971,6.2,-5.24,-0.8568,-0.14285,0.0,387.0,24
1628251897.212269,12.44,4.0,-2.4097500000000003,0.2857,0.0,389.0,15
1628251897.213678,4.68,3.36,-2.5347000000000004,0.14285,0.0,392.0,8
1628251897.213678,57.120000000000005,-1.2,0.2856,-0.14285,68.0,393.0,16
1628251897.214678,6.2,-5.24,-0.8568,-0.14285,0.0,394.0,24
1628251897.259444,4.48,3.36,-2.5704000000000002,0.0,0.0,384.0,8
1628251897.260665,70.92,0.16,-0.12495,0.0,100.0,386.0,1
1628251897.260665,48.84,4.12,-2.94525,-0.14285,230.0,385.0,10
1628251897.261681,48.800000000000004,4.04,-2.94525,-0.14285,0.0,387.0,10
1628251897.262837,11.96,4.08,-2.4097500000000003,0.14285,0.0,389.0,15
1628251897.263722,4.48,3.36,-2.5704000000000002,-0.5714,0.0,392.0,8
1628251897.264688,57.120000000000005,-1.24,0.26775000000000004,-0.2857,69.0,393.0,16
1628251897.264688,48.800000000000004,4.04,-2.94525,-0.2857,0.0,394.0,10
1628251897.309514,4.24,3.56,-2.6061,-0.2857,0.0,384.0,8
1628251897.309514,48.64,3.96,-2.9631000000000003,-0.14285,230.0,385.0,10
1628251897.310693,70.92,0.28,-0.12495,-0.14285,100.0,386.0,1
1628251897.311758,11.52,4.28,-2.4097500000000003,-0.14285,0.0,389.0,15
1628251897.313291,4.24,3.56,-2.6061,-0.8571,0.0,392.0,8
1628251897.313435,57.160000000000004,-1.24,0.26775000000000004,-0.14285,69.0,393.0,16
1628251897.314327,48.56,4.08,-2.94525,0.0,0.0,394.0,10
1628251897.359997,4.12,3.48,-2.6061,-0.42855,0.0,384.0,8
1628251897.360269,48.44,3.96,-2.9631000000000003,0.0,0.0,385.0,10
1628251897.360416,70.92,0.36,-0.12495,0.14285,100.0,386.0,1
1628251897.361269,4.36,-3.64,-0.8925000000000001,0.0,0.0,387.0,24
1628251897.362976,11.6,4.2,-2.37405,0.14285,0.0,389.0,15
1628251897.36377,4.12,3.48,-2.6061,0.0,0.0,392.0,8
1628251897.364867,57.160000000000004,-1.24,0.2499,-0.14285,69.0,393.0,16
1628251897.364867,4.36,-3.64,-0.8925000000000001,1.1428,0.0,394.0,24
1628251897.410019,48.24,4.12,-2.94525,-0.14285,231.0,385.0,10
